EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttritionFlag,Attrition
1173,38,Male,Divorced,Sales,Sales Executive,5,Marketing,Travel_Rarely,13,No,6053,0,9,1,2,1,0,1,3,4,4,3,3,3,0,No
1175,35,Male,Single,Sales,Sales Executive,5,Life Sciences,Travel_Rarely,5,No,7237,0,10,0,17,4,16,0,3,4,3,2,2,3,0,No
1176,45,Female,Single,Research & Development,Manufacturing Director,4,Technical Degree,Travel_Rarely,1,No,14417,3,7,0,2,0,2,0,3,3,3,3,3,3,0,No
1177,58,Male,Divorced,Human Resources,Manager,3,Technical Degree,Travel_Rarely,1,Yes,15925,0,9,4,3,3,2,1,2,1,1,3,3,3,0,No
1178,45,Female,Married,Research & Development,Research Scientist,3,Medical,Travel_Rarely,29,No,7145,0,0,1,18,2,1,9,4,1,4,3,1,3,0,No
1179,39,Male,Married,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,2,Yes,12364,3,5,1,2,0,2,2,3,4,4,3,3,3,0,No
1180,38,Female,Married,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,3,No,5214,0,3,9,0,0,0,0,2,1,1,4,3,3,0,No
1183,37,Male,Married,Research & Development,Laboratory Technician,3,Technical Degree,Travel_Rarely,2,No,3837,2,18,1,0,0,0,0,3,1,1,3,4,3,1,Yes
1184,45,Male,Single,Research & Development,Laboratory Technician,2,Marketing,Travel_Rarely,29,No,1009,0,16,5,1,1,1,0,3,2,1,3,3,3,1,Yes
1185,53,Female,Divorced,Sales,Manager,3,Life Sciences,Travel_Rarely,29,No,17629,0,20,2,5,0,1,1,4,4,1,3,2,3,0,No
1186,31,Male,Married,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Rarely,14,No,9152,1,8,2,4,1,4,0,1,2,2,3,3,3,0,No
1187,37,Male,Divorced,Human Resources,Human Resources,4,Marketing,Travel_Rarely,1,No,1685,0,0,2,2,2,2,2,0,3,3,3,3,3,0,No
1189,42,Male,Divorced,Research & Development,Manufacturing Director,2,Medical,Travel_Rarely,7,No,14314,0,3,3,14,1,0,1,0,4,2,2,3,3,0,No
1190,45,Male,Single,Sales,Sales Representative,3,Life Sciences,Non-Travel,29,Yes,2369,0,5,8,1,1,1,1,3,3,3,3,4,3,0,No
1192,25,Female,Married,Human Resources,Manager,3,Medical,Non-Travel,2,No,17436,2,0,3,7,0,0,1,3,4,4,3,1,3,0,No
1193,24,Male,Married,Research & Development,Healthcare Representative,2,Medical,Travel_Rarely,3,No,5380,2,1,0,4,3,4,0,3,2,4,2,4,3,0,No
1196,18,Female,Married,Sales,Sales Executive,3,Human Resources,Travel_Rarely,1,No,8239,0,17,3,0,0,0,0,3,4,3,3,3,3,0,No
1203,41,Male,Married,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,16,No,13354,2,7,1,0,0,0,0,1,4,4,3,3,3,0,No
1204,33,Male,Married,Research & Development,Research Scientist,1,Life Sciences,Travel_Frequently,1,No,7309,1,0,0,5,1,0,1,2,1,1,1,3,3,0,No
1205,28,Female,Married,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,4,Yes,4055,0,3,9,3,2,3,3,5,2,2,3,3,3,0,No
1206,28,Male,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,3,No,5886,1,18,0,8,4,0,1,2,3,3,3,1,3,0,No
1209,47,Male,Divorced,Human Resources,Manager,4,Medical,Non-Travel,3,Yes,15384,0,7,4,10,5,4,10,3,4,1,3,3,3,0,No
1210,20,Male,Single,Human Resources,Manager,3,Medical,Travel_Rarely,22,No,18022,2,2,0,2,2,2,0,1,4,3,3,1,3,0,No
1211,18,Male,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,19,No,2323,0,13,2,0,0,0,0,3,3,3,3,3,3,0,No
1213,57,Male,Married,Human Resources,Human Resources,4,Medical,Travel_Rarely,3,No,2589,2,7,0,4,2,0,4,5,4,4,3,1,3,0,No
1217,40,Male,Divorced,Research & Development,Research Director,2,Life Sciences,Non-Travel,13,Yes,17073,2,8,4,0,0,0,0,1,4,2,3,3,3,0,No
1218,39,Male,Married,Human Resources,Human Resources,4,Medical,Travel_Rarely,1,Yes,3105,0,25,2,5,0,2,1,2,1,3,3,1,3,0,No
1219,27,Male,Single,Research & Development,Healthcare Representative,4,Marketing,Travel_Rarely,14,No,7203,0,11,0,8,2,0,3,2,1,4,2,3,4,0,No
1220,46,Male,Divorced,Research & Development,Healthcare Representative,5,Life Sciences,Travel_Rarely,1,No,7235,0,12,0,6,0,1,0,1,1,2,3,3,3,0,No
1222,30,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,8,No,3350,1,6,4,12,5,1,3,2,3,2,3,3,3,0,No
1223,40,Female,Married,Human Resources,Manager,3,Marketing,Non-Travel,1,No,15648,1,4,3,18,5,7,11,3,3,4,2,2,3,0,No
1225,41,Male,Married,Sales,Sales Executive,2,Medical,Travel_Rarely,1,No,8107,3,7,2,7,1,7,3,3,4,3,3,3,3,0,No
1226,36,Male,Divorced,Human Resources,Manager,1,Life Sciences,Travel_Rarely,5,No,15997,2,10,7,3,3,1,2,0,4,2,3,3,4,0,No
1228,33,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,10,Yes,2172,1,4,2,3,1,0,3,3,2,4,3,2,3,0,No
1229,45,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,19,No,5653,2,7,1,14,2,0,3,4,1,1,3,4,3,0,No
1231,32,Female,Single,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,16,No,17043,0,13,5,3,0,0,3,3,3,4,3,2,3,0,No
1232,22,Male,Divorced,Research & Development,Laboratory Technician,2,Medical,Travel_Rarely,16,No,3827,0,15,1,0,0,0,0,4,4,3,2,2,3,0,No
1234,41,Female,Single,Sales,Sales Representative,2,Human Resources,Travel_Rarely,1,Yes,5045,0,11,0,1,1,0,0,0,3,1,3,1,3,0,No
1236,31,Female,Married,Human Resources,Human Resources,3,Marketing,Travel_Rarely,3,No,5901,0,13,2,2,1,0,2,3,1,2,3,2,3,0,No
1237,47,Male,Single,Human Resources,Manager,3,Life Sciences,Travel_Rarely,10,Yes,19774,1,4,0,9,0,4,5,2,4,1,3,3,3,0,No
1238,33,Male,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,1,Yes,6661,0,13,4,1,1,1,1,2,4,2,3,3,3,0,No
1241,44,Male,Divorced,Human Resources,Human Resources,2,Marketing,Travel_Rarely,12,No,4771,0,17,5,0,0,0,0,1,2,3,3,4,3,0,No
1242,24,Female,Single,Sales,Manager,3,Life Sciences,Travel_Rarely,1,No,15208,1,13,0,6,2,6,0,3,4,2,3,3,3,0,No
1246,40,Male,Divorced,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,21,No,2133,2,2,0,4,0,4,2,2,3,4,2,3,3,0,No
1250,43,Male,Married,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,4,No,5792,1,18,9,4,1,1,1,2,1,3,4,3,3,0,No
1252,22,Male,Divorced,Research & Development,Research Scientist,1,Medical,Travel_Rarely,2,No,6119,1,13,6,4,4,0,4,3,2,3,2,4,3,0,No
1255,30,Male,Married,Sales,Sales Executive,4,Life Sciences,Non-Travel,3,No,7486,0,10,0,7,1,0,0,3,2,3,4,3,4,0,No
1256,35,Female,Married,Human Resources,Human Resources,4,Life Sciences,Travel_Frequently,1,No,2630,1,2,0,11,0,0,7,4,3,3,3,3,3,1,Yes
1257,41,Female,Married,Sales,Manager,3,Life Sciences,Travel_Rarely,6,No,16268,1,18,3,7,4,3,0,3,4,2,3,3,3,0,No
1258,36,Male,Married,Sales,Sales Executive,4,Marketing,Travel_Rarely,7,Yes,5673,0,18,4,15,15,15,3,2,4,4,3,3,3,1,Yes
1259,47,Female,Single,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Rarely,13,No,8113,0,6,6,0,0,0,0,1,2,3,3,3,3,0,No
1261,20,Male,Married,Sales,Sales Representative,4,Life Sciences,Non-Travel,24,No,1903,2,11,7,2,2,1,0,3,3,2,3,3,3,0,No
1262,35,Male,Married,Human Resources,Human Resources,2,Life Sciences,Non-Travel,11,No,4615,0,9,0,7,5,0,1,2,2,4,3,4,3,1,Yes
1263,27,Female,Married,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,2,Yes,14540,0,22,2,9,0,0,7,2,4,3,3,3,3,0,No
1264,22,Female,Married,Sales,Manager,3,Life Sciences,Travel_Rarely,2,No,18187,1,7,0,4,4,4,4,2,4,4,3,4,3,0,No
1265,50,Male,Divorced,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,29,No,6521,0,7,9,1,0,1,1,3,4,3,2,3,3,0,No
1267,29,Female,Divorced,Human Resources,Human Resources,4,Life Sciences,Non-Travel,29,No,2875,0,9,2,2,2,0,2,2,2,2,3,3,4,1,Yes
1269,31,Male,Single,Sales,Manager,1,Technical Degree,Travel_Rarely,1,Yes,18247,0,16,0,0,0,0,0,3,4,1,3,3,3,0,No
1271,38,Male,Married,Research & Development,Healthcare Representative,2,Technical Degree,Travel_Rarely,4,No,8532,0,17,2,1,0,1,1,3,1,4,3,3,3,0,No
1274,36,Male,Married,Research & Development,Research Director,3,Life Sciences,Non-Travel,5,No,16237,2,17,4,11,2,3,2,0,2,3,3,3,3,0,No
1281,39,Male,Single,Research & Development,Healthcare Representative,1,Medical,Travel_Rarely,1,No,5361,1,9,5,0,0,0,0,2,4,3,3,3,3,1,Yes
1282,37,Male,Single,Research & Development,Research Director,3,Human Resources,Travel_Rarely,28,Yes,12970,1,9,5,1,1,0,0,2,3,2,2,3,3,0,No
1283,46,Male,Divorced,Research & Development,Research Director,4,Life Sciences,Travel_Rarely,6,No,16083,0,8,0,4,2,4,1,2,3,4,3,2,3,0,No
1285,29,Male,Married,Research & Development,Healthcare Representative,4,Life Sciences,Travel_Rarely,7,Yes,8157,2,15,0,11,7,2,0,2,3,1,3,3,3,1,Yes
1286,25,Male,Single,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,6,No,7579,0,16,0,4,3,1,4,3,2,3,3,2,3,0,No
1288,18,Female,Married,Sales,Sales Executive,3,Human Resources,Travel_Rarely,22,No,2251,0,23,4,0,0,0,0,2,2,4,3,2,3,0,No
1289,33,Male,Divorced,Sales,Manager,5,Marketing,Travel_Rarely,3,No,14574,1,9,8,15,3,3,2,3,4,3,3,3,3,1,Yes
1290,34,Female,Married,Research & Development,Research Scientist,4,Technical Degree,Travel_Rarely,8,Yes,4088,0,6,1,0,0,0,0,2,4,4,3,3,3,1,Yes
1296,43,Male,Single,Sales,Manager,3,Human Resources,Travel_Frequently,1,Yes,16037,1,22,9,5,4,1,2,2,3,3,3,3,3,0,No
1297,41,Female,Single,Research & Development,Research Director,3,Medical,Non-Travel,11,Yes,14417,2,18,4,1,1,0,1,3,2,1,2,2,3,0,No
1298,51,Male,Married,Research & Development,Healthcare Representative,5,Marketing,Non-Travel,2,No,9206,0,6,0,8,1,2,0,3,3,2,3,4,3,0,No
1299,36,Male,Married,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Rarely,1,No,7364,1,8,3,2,0,2,2,3,2,1,3,2,4,0,No
1301,39,Male,Married,Research & Development,Research Director,4,Marketing,Non-Travel,4,No,16189,0,7,3,2,2,2,2,1,1,1,3,2,3,0,No
1302,49,Male,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Frequently,20,No,13273,2,14,6,4,0,4,4,1,4,2,4,3,3,0,No
1305,41,Male,Married,Sales,Manager,2,Life Sciences,Travel_Rarely,1,No,17121,0,10,2,0,0,0,0,3,1,4,3,2,4,0,No
1306,43,Male,Married,Research & Development,Healthcare Representative,3,Other,Non-Travel,15,No,7167,0,0,0,7,2,0,3,2,2,1,3,3,3,0,No
1307,56,Female,Married,Sales,Sales Executive,4,Technical Degree,Travel_Rarely,1,No,8889,0,11,2,4,0,4,2,5,4,2,4,2,3,0,No
1308,29,Female,Single,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,2,Yes,2851,1,0,4,6,5,0,2,2,3,1,3,1,3,1,Yes
1309,38,Female,Married,Sales,Sales Representative,4,Human Resources,Travel_Rarely,17,No,1497,2,11,5,3,0,0,0,3,4,1,3,2,3,1,Yes
1310,32,Male,Married,Sales,Sales Representative,1,Life Sciences,Non-Travel,3,No,3242,0,15,4,6,1,5,6,1,4,1,3,3,3,1,Yes
1312,25,Male,Divorced,Sales,Sales Representative,2,Medical,Travel_Rarely,1,No,1308,0,12,3,3,3,0,2,4,4,3,2,3,3,0,No
1314,42,Female,Married,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,4,Yes,14029,1,0,5,5,2,5,5,3,4,3,2,3,3,0,No
1316,29,Male,Married,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,7,No,13463,0,4,0,4,4,2,1,1,2,4,3,3,3,1,Yes
1318,34,Female,Divorced,Sales,Manager,4,Marketing,Travel_Rarely,3,No,16400,0,0,0,16,0,1,2,2,3,4,4,1,3,0,No
1322,33,Male,Married,Sales,Sales Representative,4,Other,Travel_Rarely,29,No,1009,3,16,1,4,1,1,1,2,4,3,2,3,3,1,Yes
1325,30,Male,Married,Research & Development,Manufacturing Director,3,Medical,Travel_Frequently,1,No,14978,0,6,1,8,3,0,4,1,3,2,3,2,3,0,No
1326,47,Male,Married,Research & Development,Research Scientist,4,Life Sciences,Travel_Rarely,11,Yes,5961,1,9,1,3,3,0,0,4,3,3,4,4,4,1,Yes
1328,29,Male,Married,Human Resources,Human Resources,2,Marketing,Travel_Rarely,25,No,3978,0,15,9,1,1,1,1,6,4,3,3,1,3,0,No
1329,35,Male,Divorced,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Frequently,1,Yes,4303,0,2,0,0,0,0,0,2,4,3,4,3,3,0,No
1332,19,Male,Divorced,Sales,Sales Representative,3,Life Sciences,Travel_Frequently,3,No,2939,0,12,1,1,0,0,0,0,1,2,3,3,4,0,No
1334,51,Male,Single,Sales,Sales Executive,4,Human Resources,Travel_Frequently,14,Yes,7528,2,10,1,7,1,0,6,2,4,3,3,2,3,0,No
1337,31,Male,Single,Sales,Manager,3,Life Sciences,Travel_Rarely,6,No,17719,0,11,2,5,3,0,0,2,2,2,3,3,3,0,No
1338,42,Female,Divorced,Sales,Manager,3,Life Sciences,Non-Travel,16,No,18306,1,17,0,1,1,1,1,3,4,2,2,4,3,0,No
1339,36,Female,Married,Sales,Manager,3,Life Sciences,Travel_Rarely,29,No,14472,0,7,0,3,3,2,2,3,1,4,4,4,3,0,No
1342,38,Male,Single,Sales,Sales Executive,2,Marketing,Non-Travel,3,Yes,4633,0,12,2,1,0,0,1,3,2,3,3,4,4,0,No
1344,30,Male,Divorced,Research & Development,Research Director,2,Other,Non-Travel,1,No,17451,2,19,3,1,1,1,0,1,3,3,3,3,4,0,No
1347,42,Female,Married,Sales,Sales Executive,2,Marketing,Travel_Rarely,1,No,7448,1,7,3,1,1,1,1,4,3,4,3,3,3,0,No
1349,29,Male,Married,Human Resources,Manager,3,Marketing,Travel_Rarely,1,No,15171,2,9,1,3,1,3,3,3,1,3,1,4,3,0,No
1351,28,Male,Divorced,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Rarely,1,No,13412,1,3,4,3,3,0,1,3,2,3,3,3,3,0,No
1352,39,Female,Married,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,29,No,1764,1,20,4,0,0,0,0,2,4,4,2,3,3,0,No
1353,20,Male,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,9,Yes,4393,1,8,5,2,2,2,0,3,3,2,2,2,3,1,Yes
1355,51,Male,Single,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,8,No,4457,0,15,0,9,0,2,0,4,3,4,3,3,3,0,No
1357,44,Female,Single,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Rarely,9,Yes,15644,2,0,4,6,0,0,5,2,4,2,2,4,3,0,No
1359,37,Male,Divorced,Human Resources,Human Resources,2,Human Resources,Travel_Rarely,1,Yes,5844,1,1,0,19,10,0,2,2,3,3,3,4,3,1,Yes
1361,48,Female,Divorced,Research & Development,Healthcare Representative,4,Other,Travel_Frequently,4,No,9622,2,18,5,2,0,2,2,1,2,2,4,4,3,0,No
1362,44,Female,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,7,Yes,4454,3,14,5,1,1,0,1,3,4,4,3,2,3,0,No
1364,36,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,Non-Travel,19,No,2814,2,13,1,14,0,5,1,2,3,3,4,2,3,0,No
1365,34,Male,Single,Sales,Manager,4,Life Sciences,Travel_Rarely,13,Yes,19179,0,0,1,4,1,2,4,3,4,1,3,3,3,0,No
1373,28,Female,Divorced,Sales,Sales Representative,3,Technical Degree,Travel_Rarely,2,No,3384,0,0,0,7,7,5,2,2,1,3,3,3,3,0,No
1374,35,Female,Single,Human Resources,Human Resources,4,Marketing,Non-Travel,6,No,4104,2,6,2,6,0,6,1,1,3,4,2,2,3,0,No
1377,34,Male,Divorced,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,11,Yes,6013,0,10,2,0,0,0,0,2,1,2,2,3,3,0,No
1378,33,Female,Single,Human Resources,Human Resources,4,Medical,Travel_Rarely,3,No,3319,0,20,0,4,4,2,0,0,3,4,2,3,3,0,No
1379,48,Male,Single,Research & Development,Research Director,4,Human Resources,Travel_Rarely,6,No,18397,2,16,0,0,0,0,0,3,3,1,2,3,4,0,No
1380,18,Female,Married,Sales,Sales Executive,4,Medical,Non-Travel,10,No,9563,1,0,0,0,0,0,0,3,4,4,3,2,4,0,No
1381,35,Male,Divorced,Research & Development,Research Scientist,3,Other,Travel_Rarely,15,Yes,3952,0,7,2,4,1,4,4,2,4,4,3,3,3,0,No
1383,43,Male,Divorced,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,19,Yes,3607,0,7,2,24,1,2,2,3,4,4,4,3,3,0,No
1385,37,Male,Married,Sales,Manager,3,Marketing,Travel_Rarely,7,No,19435,1,13,0,2,2,2,2,3,2,1,3,3,3,0,No
1387,18,Male,Married,Research & Development,Healthcare Representative,3,Other,Travel_Rarely,17,No,6966,1,9,3,0,0,0,0,4,4,3,3,1,4,0,No
1388,39,Female,Married,Sales,Manager,1,Human Resources,Travel_Rarely,25,No,15175,1,3,0,5,1,5,1,3,2,3,3,3,3,1,Yes
1389,33,Male,Married,Human Resources,Human Resources,4,Technical Degree,Travel_Rarely,22,No,1988,2,13,3,3,2,0,0,3,1,2,2,3,3,1,Yes
1392,37,Male,Single,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,13,No,4731,2,9,0,19,3,5,8,2,2,2,4,3,3,0,No
1394,37,Female,Single,Research & Development,Manufacturing Director,4,Marketing,Travel_Rarely,7,No,15555,1,0,2,10,0,5,0,3,3,3,3,3,4,0,No
1396,38,Male,Single,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Frequently,5,No,8434,1,27,0,20,3,7,17,3,1,4,2,3,3,1,Yes
1397,20,Male,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Frequently,1,Yes,12941,0,7,2,2,1,1,2,3,4,4,4,3,3,0,No
1398,36,Male,Single,Sales,Sales Representative,4,Marketing,Travel_Rarely,13,No,1649,0,11,2,18,6,4,10,2,3,3,2,3,3,1,Yes
1403,40,Male,Single,Research & Development,Research Director,2,Technical Degree,Travel_Rarely,1,No,16302,1,12,2,5,2,3,0,2,1,3,4,2,3,1,Yes
1409,28,Male,Married,Research & Development,Healthcare Representative,3,Technical Degree,Travel_Rarely,4,Yes,6940,1,1,1,10,5,3,1,0,2,1,3,3,3,1,Yes
1411,24,Female,Single,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,1,Yes,13345,0,6,1,6,0,2,0,3,2,3,3,3,3,0,No
1412,42,Female,Married,Human Resources,Manager,3,Life Sciences,Travel_Rarely,10,No,17224,0,11,0,13,6,7,4,4,3,4,3,3,3,0,No
1414,22,Male,Divorced,Human Resources,Manager,2,Marketing,Non-Travel,11,No,17075,2,7,9,4,0,4,0,2,2,2,2,3,3,1,Yes
1415,31,Female,Married,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,20,No,4350,1,8,7,5,0,0,0,1,4,3,3,4,3,1,Yes
1417,43,Male,Divorced,Research & Development,Laboratory Technician,4,Marketing,Travel_Rarely,8,No,3488,1,10,0,4,0,3,2,3,2,3,3,3,3,0,No
1418,21,Male,Divorced,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,6,Yes,15723,3,3,2,2,0,2,2,2,3,4,3,4,3,0,No
1419,32,Female,Single,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,27,No,2774,1,4,0,9,3,0,1,3,2,2,3,3,3,0,No
1421,32,Male,Divorced,Human Resources,Human Resources,1,Life Sciences,Travel_Rarely,4,Yes,4824,0,23,2,3,0,0,3,4,1,4,3,4,3,0,No
1423,38,Female,Single,Sales,Manager,3,Life Sciences,Travel_Frequently,2,Yes,16330,1,17,1,17,11,5,0,2,2,4,2,4,3,0,No
1424,38,Female,Divorced,Sales,Manager,3,Technical Degree,Travel_Rarely,1,No,15623,0,23,0,4,4,2,1,2,3,1,3,3,3,0,No
1425,46,Female,Divorced,Research & Development,Manufacturing Director,3,Life Sciences,Non-Travel,2,No,13494,0,12,0,9,3,3,2,1,4,4,3,4,4,0,No
1427,35,Male,Single,Sales,Sales Executive,4,Human Resources,Travel_Rarely,1,No,8239,1,7,0,5,3,5,1,3,3,2,3,3,3,1,Yes
1429,40,Female,Married,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,1,No,3556,0,5,0,1,1,1,1,2,4,3,4,2,3,0,No
1437,42,Female,Single,Sales,Manager,1,Medical,Travel_Rarely,7,No,16662,1,4,4,4,0,4,3,0,4,3,3,1,3,0,No
1440,53,Female,Married,Sales,Sales Representative,3,Other,Non-Travel,1,No,3559,1,26,2,3,1,3,2,2,4,1,3,3,3,0,No
1442,40,Female,Single,Research & Development,Manufacturing Director,4,Life Sciences,Non-Travel,14,Yes,13847,1,5,1,9,9,1,1,1,4,2,2,2,3,0,No
1443,44,Female,Married,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,18,Yes,14635,1,7,1,0,0,0,0,2,4,3,3,3,3,0,No
1444,30,Male,Married,Sales,Sales Executive,1,Medical,Travel_Rarely,5,No,5881,1,5,1,5,5,5,4,3,2,4,3,3,3,0,No
1445,47,Male,Single,Sales,Manager,4,Life Sciences,Travel_Rarely,1,No,15772,0,6,1,1,0,0,1,3,1,1,2,2,3,0,No
1446,43,Male,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,6,No,11996,2,16,2,5,1,5,1,0,2,3,3,2,3,0,No
1450,23,Female,Married,Research & Development,Manufacturing Director,1,Life Sciences,Non-Travel,1,No,12105,0,15,4,5,5,3,4,3,4,3,3,2,3,0,No
1451,27,Male,Married,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,3,No,12174,1,20,2,9,5,1,1,3,4,2,3,3,3,0,No
1452,48,Male,Married,Research & Development,Laboratory Technician,3,Medical,Non-Travel,7,No,2746,0,16,2,18,6,7,1,3,4,4,4,3,4,1,Yes
1455,28,Male,Single,Human Resources,Human Resources,3,Technical Degree,Travel_Rarely,3,No,3806,1,5,3,1,0,1,1,0,2,3,3,4,3,0,No
1456,29,Male,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Non-Travel,1,No,3282,0,9,8,2,1,2,1,5,3,2,3,3,3,1,Yes
1457,49,Female,Single,Research & Development,Research Scientist,4,Medical,Travel_Rarely,1,No,5834,1,2,0,20,11,0,0,2,3,3,2,3,4,0,No
1458,46,Female,Divorced,Research & Development,Research Director,2,Marketing,Travel_Rarely,29,No,16315,0,0,3,4,3,1,0,2,4,2,4,2,3,1,Yes
1465,30,Female,Single,Human Resources,Manager,4,Medical,Travel_Rarely,3,No,17384,1,19,0,12,0,0,1,4,2,4,3,4,4,0,No
1472,33,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,18,No,4156,0,9,2,0,0,0,0,5,1,4,3,2,3,0,No
1473,26,Male,Divorced,Research & Development,Laboratory Technician,2,Life Sciences,Non-Travel,3,No,2587,0,0,3,4,4,4,4,2,1,2,3,3,3,0,No
1474,38,Female,Single,Research & Development,Research Director,2,Marketing,Travel_Rarely,3,No,17743,0,8,1,12,1,12,1,2,4,3,3,2,4,0,No
1475,19,Female,Single,Human Resources,Human Resources,2,Life Sciences,Travel_Rarely,1,No,4092,0,4,0,0,0,0,0,1,3,3,3,3,4,1,Yes
1477,32,Male,Single,Human Resources,Manager,2,Medical,Non-Travel,3,No,19383,0,10,4,2,0,1,2,4,3,2,1,2,3,0,No
1478,49,Male,Divorced,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,6,Yes,3447,0,16,9,4,4,0,4,1,1,2,3,3,4,0,No
1479,31,Male,Single,Sales,Sales Executive,2,Marketing,Non-Travel,4,No,5570,1,11,7,7,7,7,0,2,2,2,2,3,3,1,Yes
1481,29,Female,Single,Sales,Manager,4,Medical,Travel_Rarely,29,Yes,19026,0,0,6,1,0,0,0,2,4,2,2,3,3,0,No
1482,25,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,1,Yes,1009,0,18,0,6,1,6,3,2,2,3,3,3,3,0,No
1484,23,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Frequently,1,No,2660,0,13,2,3,3,2,0,3,3,2,4,2,3,1,Yes
1485,23,Male,Single,Sales,Manager,4,Marketing,Travel_Frequently,5,No,18725,1,15,0,5,1,5,0,3,1,4,3,3,3,0,No
1489,30,Male,Divorced,Sales,Sales Executive,4,Marketing,Travel_Rarely,24,No,5926,0,0,0,12,1,0,2,2,2,3,3,4,3,1,Yes
1490,45,Female,Single,Research & Development,Research Director,4,Life Sciences,Travel_Rarely,4,No,15863,1,0,1,18,0,0,3,6,1,4,3,2,4,0,No
1496,33,Male,Married,Research & Development,Healthcare Representative,3,Marketing,Non-Travel,5,Yes,8031,0,6,1,13,13,0,0,2,4,1,2,1,3,0,No
1497,29,Male,Divorced,Human Resources,Human Resources,3,Medical,Non-Travel,21,Yes,3188,0,15,2,3,0,0,2,1,4,2,2,3,3,1,Yes
1498,35,Female,Divorced,Research & Development,Laboratory Technician,3,Human Resources,Travel_Rarely,9,No,2337,0,11,3,3,3,1,0,3,4,4,2,2,3,1,Yes
1499,27,Male,Single,Research & Development,Research Director,4,Life Sciences,Travel_Rarely,5,No,15694,0,10,1,9,1,6,6,0,3,1,3,4,3,0,No
1501,51,Female,Single,Sales,Sales Representative,4,Life Sciences,Non-Travel,12,No,2309,2,11,0,5,1,5,0,3,3,4,2,3,3,0,No
1504,35,Male,Single,Sales,Manager,2,Technical Degree,Travel_Rarely,1,No,19455,0,15,4,4,4,4,4,3,2,3,3,3,3,0,No
1505,18,Female,Divorced,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Frequently,9,No,10423,0,16,0,0,0,0,0,1,4,1,3,4,3,0,No
1506,33,Male,Married,Sales,Sales Representative,3,Medical,Travel_Rarely,8,No,5923,2,19,0,1,1,1,1,3,4,2,4,4,3,0,No
